"代币地址","代币符号","类别","Twitter","网站","Telegram","任一社交"
"0x597a8337ac8373e1ca3cdb7355b0ee66a3e34444","OPN","fake_pump","Y","Y","N","Y"
"0x6e9d1a29a15522e06ee82f4b0642685b8b274444","CoPaw","mid_quality","Y","Y","N","Y"
"0x2a0e3706b7439e295b9a0295289368b199587777","零亏损","mid_quality","Y","N","N","Y"
"0x6595bd9cde76a96f578a8bc04e96c852fc124444","叙事危机","mid_quality","Y","N","N","Y"
"0x692e85637eded0b84e1e028efe16b16a4dff4444","链式聊天","mid_quality","Y","Y","N","Y"
"0x21437d36caf69cf36170acd32c6ba0266e4c7777","1","mid_quality","Y","N","N","Y"
"0xdd4901e7a70df134a58fe7ac12fb5ea971927777","蝴蝶能量","fake_pump","Y","N","N","Y"
"0x4034bc490ac2eefe0dfac8efcb5ed99dcaf37777","水马","mid_quality","Y","N","N","Y"
"0x1161a3750451bccc07c4e0f1b0166b9c78694444","清醒与沉沦","fake_pump","Y","N","N","Y"
"0x65a0d93f6c99eddadd67e6159af512ff1d6d7777","马头🔥🔥","mid_quality","N","N","N","N"
"0xb27ee82d52e741b11d87993fc244978e834bffff","MOSS","mid_quality","Y","Y","N","Y"
"0x5252b73af52d840e5eec997bb9bf34864ffe7777","蝴蝶V3","fake_pump","Y","N","N","Y"
"0xa191eb14372bd5530cbcfbed5f8e8934ed144444","头号天象","mid_quality","N","Y","N","Y"
"0x7320152ccc9f7667fa7b9dec62a2148838bb7777","竞速赛场","mid_quality","Y","N","N","Y"
"0x012488feb6fd0dc22c57a3963ffc3d7586d87777","开工大吉","low_quality","N","N","N","N"
"0x775ef48abe85c741c4317660909d771b7dbb4444","细狗","low_quality","N","N","N","N"
"0xda99895274857ccc9bcbb35d0b07e675ec407777","PVE 蝴蝶","mid_quality","Y","N","N","Y"
"0xf93e22979fc83615b744bea9f151b0d7cd8a7777","一路平安","low_quality","N","N","N","N"
"0x976a0d33b8c90ac6ed9b258f3fc6590193677777","DOGBURN","low_quality","Y","N","N","Y"
"0xa1d95feb74696f6c748f20c5d177a4ad5b027777","保时捷","fake_pump","Y","N","N","Y"
"0x7eb9c9f142984b0008a3227047b5b49655aa4444","每日竞赛","fake_pump","Y","N","N","Y"
"0x7d44e9d546b2d00d2bcabdcd84e95ba60bde7777","CONCLAVE","low_quality","Y","N","N","Y"
"0x719920ba8e22419057bd7c21f72df8e3f7187777","天马AI","low_quality","Y","N","N","Y"
"0x021886168601517ca3aa3d63267b4268317c7777","龙虾茶馆","mid_quality","Y","N","N","Y"
"0x0f71d082dc9b555ab600d14704f2e4d7274a7777","AI龙虾","low_quality","Y","N","N","Y"
"0xeecfb42d44e1b21ef5bf373d54eaea121fa37777","金元宝","low_quality","N","N","N","N"
"0x0dc5f5ad790f0192b18df9bce830dcc885067777","踏马归来","low_quality","N","N","N","N"
"0x8e46a33467a0106740eb04d65ceea0fb00cd7777","🔥燃烧DOG","low_quality","Y","N","N","Y"
"0xd609fc0f5fdcd528433a1f75fde5a7cccaa24444","蜕皮","mid_quality","Y","N","N","Y"
"0x579205402816d19b511bb3d6fab8fb4017a8ffff","大表鸽","low_quality","N","Y","N","Y"
"0xf49ee1083c2a26809676afc73ba35ab611147777","元宇宙刀狗","low_quality","Y","N","N","Y"
"0x2f83b1ca2a28d086f55fff3b425f64a351c67777","元宇宙蝴蝶","mid_quality","N","N","N","N"
"0xfbc1e9e8119822e9c598b143d575f7f474587777","赛博蝴蝶","mid_quality","Y","N","N","Y"
"0x407f257846f902ec95561e12d54a2895382a7777","FB","low_quality","Y","N","N","Y"
"0x53d5a9c6e18904f8ebfef073d4368a37c1504444","Asterus","fake_pump","N","N","N","N"
"0x459ac519e9b4c29461ad98e75ff3e89f00634444","Goblin","low_quality","Y","N","N","Y"
"0x975005ecee691d90fe35fcb01623f17a71cb4444","Lista","fake_pump","Y","Y","N","Y"
"0x5e95c36976b31efef740879a1770525c60a54444","clod","fake_pump","Y","N","N","Y"
"0x591da92b0873dd82a062a1102f1a1cb5fd094444","SEC","fake_pump","Y","N","N","Y"
"0x9f3666678674309dca4bf6e314786fc4fa4b7777","火灵珠","fake_pump","Y","N","N","Y"
"0x5f9dbb46c7864216429609580a94c96d02934444","four ball","fake_pump","Y","Y","N","Y"
"0x04523c406d562409f075514abfd4bdc0fc534444","BABYPUNCH","high_quality","Y","N","N","Y"
"0x4cda359d4e5876c51f94ab07c76581d5be714444","G","fake_pump","N","Y","N","Y"
"0x3deb172d03827c819c80a131a44ad7e30d704444","周期渡我","fake_pump","N","N","N","N"
"0x7e5a8ba386415ba3164b635cca8057179b094444","CORNER","low_quality","N","N","N","N"
"0x9c5ca2e4f942636afd51ac749767e6062d154444","CORNER","low_quality","N","N","N","N"
"0xae93b3bb415848170df754b858e321ace8d44444","DIOGE","mid_quality","Y","N","N","Y"
"0x144d2f2e3186033137eaa2184039435661cc4444","smile","low_quality","Y","Y","N","Y"
"0xa5bc1bda32ce7f37df81648ebb5f459dea034444","BAI","fake_pump","Y","Y","Y","Y"
"0x746390035c294b3a9830470f2820befafa547777","BENCHMARK","low_quality","Y","N","N","Y"
"0x8c46824efc7e9cb950f35ef05ba2bd93d1874444","BNBXBT","fake_pump","N","N","N","N"
"0x3afe04adc8e163a67911d9f54dd54952a0474444","YES","low_quality","N","Y","N","Y"
"0xd2caff188b67d79081b0587bb9518d4ab4554444","Slurmit","fake_pump","N","N","N","N"
"0x1c458db72247b6bdf61ff07b3371aa6521904444","黄金币","fake_pump","N","N","N","N"
"0xf4944b40d6f7a6eb8a902e9c67d2a5c1dd917777","龙虾","fake_pump","Y","N","N","Y"
"0xfd254e4e9efbb0225dadbd4519c41222c5ff4444","红中","mid_quality","Y","Y","N","Y"
"0x003d92adb1fca893a07c53a96856452257197777","蝴蝶病毒","low_quality","Y","N","N","Y"
"0x7d4ae790ea51f91dd55ae0de2035f94e0d8c4444","虾条","low_quality","Y","N","N","Y"
"0xffeeef9163314e85465e02bad261f8c990df4444","金鹅","mid_quality","Y","N","N","Y"
"0xa89fcb71caef83dc074c5a9a8b31e9ac2a1d4444","Geese","low_quality","Y","N","N","Y"
"0x8e7244dcbb210604f18a658356a9b702393b4444","Lista","fake_pump","Y","Y","N","Y"
"0x16392ec912d2bd3f86e06e3df9f851dc69c54444","GORK3.0","fake_pump","Y","N","N","Y"
"0x2ebe1655a41daa1fb3a15061b4628ad7c8b84444","候","low_quality","Y","N","N","Y"
"0x46c7b4b9b5bc0ea54035a96edeaa626f828f4444","GORK","high_quality","Y","N","N","Y"
"0x63c5de94fe7329ac72b48b0cf5716e14f24b7777","解套马","mid_quality","N","N","N","N"
"0xce1e55cabefa6db1d690c3246ee405244a8affff","DRYDUCK","mid_quality","Y","N","N","Y"
"0x88ba1e63857c6bac6381213847c684041cca4444","41","mid_quality","Y","N","N","Y"
"0xb38083606bc233a4f45023f1d07e4059943e4444","候年","mid_quality","Y","N","N","Y"
"0xd1361dc6d1d2d5f3642c7573da35d7f52a9e8888","四匹马","low_quality","N","N","N","N"
"0x729ae6dd1716aefe6e5faa113dfc541c19ed4444","蚌埠住了","low_quality","Y","N","N","Y"
"0x9a91517c0f5788fdb69c7d2faa55bf7fe6f94444","蚌埠住了","mid_quality","Y","N","N","Y"
"0x7b8d3f43b93a0404cd2d44da2ecce5dff95a4444","蚌埠住了","fake_pump","Y","N","N","Y"
"0xab1cc2325c6770aff6783b563e2da63e789a4444","4INDEX","fake_pump","Y","Y","N","Y"
"0xf6c6cebff6cc8b1e68655437608ddf4f1e714444","MINIPUNCH","fake_pump","N","N","N","N"
"0xe66256865db33ada01219d5b9f6ee772a62e4444","Crypto Queen","low_quality","Y","Y","N","Y"
"0xde7ceb0837cacc5c43631dc6cb3ac7f4f1114444","AGU","fake_pump","N","Y","N","Y"
"0x13f994a36702b66095961ddb084755fda7164444","沃克西兹","fake_pump","N","N","N","N"
"0xe2559b1e787b3a89c8fcb3a96a03aaba443d4444","ClawCZ","mid_quality","Y","Y","N","Y"
"0xe3959eea5ae8805340079e2ea088671041627777","赛博打工虾","fake_pump","Y","N","N","Y"
"0x395e437bfbd1f1d9981eb5d2280862870f4b7777","追梦","low_quality","Y","N","N","Y"
"0x29517911478586f5ead87a28bb410398069c4444","ClawCZ","fake_pump","Y","Y","N","Y"
"0xd3cb51136952b4c031b039274a8be7f378104444","ClawCZ","fake_pump","N","Y","N","Y"
"0x0c38dd85b48204b13f78f1fc7c4556b640824444","SHIELD","fake_pump","N","Y","N","Y"
"0x9bc7e5a72c479f639cea138547c27400e5ff4444","WHWIRE","low_quality","Y","Y","N","Y"
"0xfe36dfc1293274805797f860eba4c23e2cdb4444","三生万物","fake_pump","Y","N","N","Y"
"0x1c56c487b665cbedfc4124232596c79d69ffffff","黑金猫","fake_pump","N","N","N","N"
"0xe6fc008ee42d4ce3dbbc12d97dccfbf033b07777","燃烧之火","fake_pump","Y","N","N","Y"
"0x7c3ab27b15f265811452a2b0bcf577584ef67777","狗狗币","mid_quality","N","N","N","N"
"0xb14b7a538e8ffd79ff6ae7ac11a567b25dd37777","一步登天","mid_quality","N","N","N","N"
"0xbb81261207e47a2aa2df803ff6a2d8b3ba724444","币安老虎机","fake_pump","Y","Y","N","Y"
"0xfb52987cd42ed958f8c1a834a11d17ec2ebbffff","BB","low_quality","Y","N","N","Y"
"0x2f0fc9eb6eb5267138d72cd1e5b933f0e52c4444","牧马人","fake_pump","N","N","N","N"
"0x4bba725e321847d7e9fa040f01acbfacc5feffff","MBGA","low_quality","Y","N","N","Y"
"0x00c1c2be91a3abf17cb29bc25a2874b87c72ffff","火球","mid_quality","Y","N","N","Y"
"0x0224eb4f36be1a0cc63dcdcaa9346a62e2fb4444","金马黑盾","fake_pump","N","N","N","N"
"0x3357d89328b56e36edb665e90c8495356ec8ffff","10全10美","low_quality","Y","N","N","Y"
"0x09f905afec8ad84a36c171a2b1e3f37eebb54444","火马","fake_pump","Y","N","Y","Y"
"0x742ca8140d67077acfefb6a3602933348fedffff","五行","mid_quality","Y","N","N","Y"
"0x7ff8982e661880e1c1dab4987650c2c0ca92ffff","唵嘛呢叭咪吽","mid_quality","Y","Y","N","Y"
"0x648d32c7906198746a8151fbebd3294f57d27777","DOGSHIT","low_quality","Y","N","N","Y"
"0x2a6e1389f547f6a088772d8706f27d45169bffff","DOGSHIT","low_quality","Y","N","N","Y"
"0xe916675f90c42a779b824c0f388c995420edffff","超级燃烧","mid_quality","Y","N","N","Y"
"0x056706aedddf387511bef1353eb4ec9599bf4444","gork420","fake_pump","Y","N","N","Y"
"0x175dbb3331810acf19d169eaf11bfbd167497777","888蝴蝶","low_quality","Y","N","N","Y"
"0x563d9f43e6db31ca33f3af7475b87cb1d8684444","Slurmit","high_quality","Y","Y","N","Y"
"0x0eea2c8968a0b25d7aec8e6dfcd18b503bc64444","币安老虎机","fake_pump","Y","Y","N","Y"
"0xf817686609f1c524f11e9920dd44ec591e3d7777","燃烧蝴蝶","low_quality","Y","N","N","Y"
"0x9da6dfee03b96110f8d3fe0c2be49c5a236c4444","奶豆","fake_pump","Y","Y","N","Y"
"0x8b9bdb8a75df5d9ef0ef513ceacbe5e950864444","4","fake_pump","Y","Y","Y","Y"
"0xe70f4caf83e758506846ab371fbdedd4cb8d7777","SCUT","low_quality","Y","N","N","Y"
"0xfca0fa98bda76f840a065f8c7c4b06f8e4e77777","GUILD","low_quality","Y","N","N","Y"
"0x4e63c0de139b1abb00e73ebd906eddc58cf57777","知行何一","high_quality","N","N","N","N"
"0x72c1ac163f7cf43baff980e62c4ec51295944444","一粒米鸭","mid_quality","Y","Y","N","Y"
"0x050f052ab0634e235c87f6093505659fe8034444","大狗大狗","mid_quality","Y","Y","N","Y"
"0x37f9f8a095be277f70e773f6df3cb3103f664444","dogdog","mid_quality","Y","Y","N","Y"
"0x7bb8f0bfc823c6e14e6dd824c62bdd4cd230ffff","asdfd2","low_quality","N","N","N","N"
"0xc601c87968e0aa3f2d206da4d130234941d14444","Cha Kouay","low_quality","Y","Y","N","Y"
"0x35e79fa76753ce9177ac53d5dd6c0fac74874444","FLAPAGENT","fake_pump","Y","N","N","Y"
"0x8b3d626249ed627444bbb691d41333a9293a4444","有借有还","fake_pump","Y","N","N","Y"
"0x8ee658048edd5c6812d3361008d173cfdaa4ffff","攒","low_quality","Y","N","N","Y"
"0xf34c16d9e4fbcaee05f80ba4e89dc506b3d14444","ELys","low_quality","N","Y","N","Y"
"0xf0b9da4c3d0f54ba73022d3820d1f5b4d10d4444","teamgold","fake_pump","Y","N","N","Y"
"0xe761817ab691b4cb2fde2f522bf4164cb2984444","Beaver","low_quality","Y","Y","N","Y"
"0x6ca594011a4c6528878e44450122117e59154444","Beaver","low_quality","Y","Y","N","Y"
"0x079223b1ccb9dcbe3bb56e1c526c7d5839cd4444","小黄鸭","mid_quality","Y","Y","N","Y"
"0xea2f2552838225ddf30079b62c1a62fe947c4444","Beaver","fake_pump","Y","Y","N","Y"
"0x31edb2494faf272d23cd4aa19a06cfff0461ffff","余烬","low_quality","Y","Y","N","Y"
"0x1e0bc2c28c8592d5e45d461163a31049be694444","Momo","low_quality","Y","N","N","Y"
"0x6c0013dac51a8632037d575c3a2668dee4254444","哪吒2","fake_pump","Y","N","N","Y"
"0x38ebce85eb9eccea63a6c53756db060a3a444444","候年","mid_quality","Y","N","N","Y"
"0xbda4bd5f10dbedd35dd5a07a5e7c17e328787777","喂养流浪猫","low_quality","N","N","N","N"
"0x9a40ca3b4919a922de7d86ff89cb77ccf1a67777","ETFLAP","high_quality","N","N","N","N"
"0x86410ff343e92df0384b5e03aa3f931215da4444","four ball","fake_pump","Y","Y","N","Y"
"0x791774f6f6b578820cacf618a56eddd09e2c4444","CLOVR","fake_pump","Y","Y","N","Y"
"0x7783f42e5125f769b59c7155f57c2b9e53ea4444","自己吓自己","fake_pump","Y","N","N","Y"
"0xf2c3eedd45b84d083bfe3973d60742f067b04444","BNBAI","fake_pump","Y","Y","Y","Y"
"0xebf6903fcc6fbd37f33eb7bacc9004ecc5644444","LIA","fake_pump","Y","Y","N","Y"
"0x33e1762026f729ca91ad890eef15da2a90614444","Rumble","fake_pump","Y","Y","N","Y"
"0xa1b0f411cec27f32d7a97d6da3efc1c3cf7d4444","HOMI XCX","mid_quality","Y","N","N","Y"
"0x5a358f4f4d0a3f3fe76600e7e29eb865ae854444","BlueCoin","fake_pump","Y","N","N","Y"
"0x098e0c21cf418d07ffa961394e438257a7024444","BTC","low_quality","Y","N","N","Y"
"0xf91d80db00e52b128786fb8bc6c40957bae44444","Sadie","high_quality","Y","N","N","Y"
"0x6d2dba2d8104bde33d0dbdbeca52ebcb22b57777","花蝴蝶","mid_quality","Y","N","N","Y"
"0x2005bd449d80849a27fb8fc1daf278c3b1a24444","币安少儿版","fake_pump","Y","Y","N","Y"
"0xf2f1cfc6e18075d2cc0cf7e0317f02b5c6164444","披萨指数","low_quality","Y","N","N","Y"
"0x49f0b92c3bbc1ed4651e85105bf536bc6df44444","TDS","mid_quality","Y","N","N","Y"
"0x83ede61a4bc889b9154dc860f93b3ff396127777","西班牙","low_quality","Y","N","N","Y"
"0x615b5cd9ec36a9fcda9791f03bb67bf6ec344444","智障博士生","mid_quality","Y","Y","N","Y"
"0x5b232dab55f847f4a0cd0329655fdc252ebd4444","发发发","mid_quality","Y","N","N","Y"
"0xaa80e141ed6cc4d329b683dc31d792d1ae66ffff","静观","mid_quality","Y","Y","N","Y"
"0x43cc8c9e6311e949e6fed70ec693d26c40444444","The Brain","fake_pump","Y","Y","N","Y"
"0xb8caca1583b325fb0974635affd052b1f9884444","黄金时代","high_quality","Y","N","N","Y"
"0xb0ee506d85b9ca8ed8587aa78d4007f19b4b4444","黄金时代","fake_pump","Y","N","N","Y"
"0xf2329f860fa5b0de3b9fa603c57cbfab15494444","喵","fake_pump","Y","N","N","Y"
"0x0f0e4fb60219865644c4bdb858c3f9559c7c4444","创建热门怎么这么难","fake_pump","N","N","N","N"
"0x1f2cb65db828de2263177245cc1ea2b602284444","MISANTHROPIC","low_quality","Y","N","N","Y"
"0xb0d5fb00f3cece42faaa8dd7910417b4a0fd7777","WEB4AI革命","low_quality","Y","N","N","Y"
"0xb1fc63396cd8c207036418829963df489ca54444","lion","low_quality","Y","N","Y","Y"
"0xa3de39cb9aa3d91f8307cb50da8c3087ed604444","DIVIDE","low_quality","N","N","N","N"
"0xb4e0caf6f76ebd281fb5eec1c2bcc34ea2e67777","X-燃烧金库","low_quality","Y","N","N","Y"
"0x8b4234da049e95023116bff3c6ef0d52e3964444","做你的","fake_pump","Y","N","N","Y"
"0xeff6c7b49508deffbe5e25766761edb1a9287777","开门红","low_quality","N","N","N","N"
"0x8b1b47d0329ddfd6e089e99af62a4891bbc9ffff","发财树","low_quality","Y","N","N","Y"
"0x14367b92f64547a6a5b612cd3de77884e3c74444","COOKS","fake_pump","Y","Y","N","Y"
"0xe6f203c693b09568921f2769cd69031d71fb4444","白菜对我笑","fake_pump","Y","Y","N","Y"
"0x53d429d7d049bbb9d1af95eba40756cf493affff","养蛊","high_quality","Y","N","N","Y"
"0x157c2e4e31597682ca44ca5d0d21d4eb4ba74444","Constitution","mid_quality","Y","Y","N","Y"
"0xed1916b7f30a1145d4821219de1891efb908ffff","三生万物","high_quality","Y","N","N","Y"
"0xfea73dd6d9fa8612fc73479b96dc5088ff26ffff","Utility","low_quality","Y","Y","N","Y"
"0xa6667e40f368069c6b02de4b860da98164a54444","BNB2","low_quality","N","Y","N","Y"
"0x9bc7e5a72c479f639cea138547c27400e5ff4444","WHWIRE","low_quality","Y","Y","N","Y"
"0xfe36dfc1293274805797f860eba4c23e2cdb4444","三生万物","fake_pump","Y","N","N","Y"
"0x1c56c487b665cbedfc4124232596c79d69ffffff","黑金猫","fake_pump","N","N","N","N"
"0xe6fc008ee42d4ce3dbbc12d97dccfbf033b07777","燃烧之火","fake_pump","Y","N","N","Y"
"0x7c3ab27b15f265811452a2b0bcf577584ef67777","狗狗币","mid_quality","N","N","N","N"
"0xb14b7a538e8ffd79ff6ae7ac11a567b25dd37777","一步登天","mid_quality","N","N","N","N"
"0xbb81261207e47a2aa2df803ff6a2d8b3ba724444","币安老虎机","fake_pump","Y","Y","N","Y"
"0xfb52987cd42ed958f8c1a834a11d17ec2ebbffff","BB","low_quality","Y","N","N","Y"
"0xf2c3eedd45b84d083bfe3973d60742f067b04444","BNBAI","fake_pump","Y","Y","Y","Y"
"0xebf6903fcc6fbd37f33eb7bacc9004ecc5644444","LIA","fake_pump","Y","Y","N","Y"
"0x33e1762026f729ca91ad890eef15da2a90614444","Rumble","fake_pump","Y","Y","N","Y"
"0xa1b0f411cec27f32d7a97d6da3efc1c3cf7d4444","HOMI XCX","mid_quality","Y","N","N","Y"
"0x5a358f4f4d0a3f3fe76600e7e29eb865ae854444","BlueCoin","fake_pump","Y","N","N","Y"
"0x098e0c21cf418d07ffa961394e438257a7024444","BTC","low_quality","Y","N","N","Y"
"0xf91d80db00e52b128786fb8bc6c40957bae44444","Sadie","high_quality","Y","N","N","Y"
"0x6d2dba2d8104bde33d0dbdbeca52ebcb22b57777","花蝴蝶","mid_quality","Y","N","N","Y"
"0x2005bd449d80849a27fb8fc1daf278c3b1a24444","币安少儿版","fake_pump","Y","Y","N","Y"
"0xf2f1cfc6e18075d2cc0cf7e0317f02b5c6164444","披萨指数","low_quality","Y","N","N","Y"
"0x49f0b92c3bbc1ed4651e85105bf536bc6df44444","TDS","mid_quality","Y","N","N","Y"
"0x83ede61a4bc889b9154dc860f93b3ff396127777","西班牙","low_quality","Y","N","N","Y"
"0x615b5cd9ec36a9fcda9791f03bb67bf6ec344444","智障博士生","mid_quality","Y","Y","N","Y"
"0x5b232dab55f847f4a0cd0329655fdc252ebd4444","发发发","mid_quality","Y","N","N","Y"
"0xaa80e141ed6cc4d329b683dc31d792d1ae66ffff","静观","mid_quality","Y","Y","N","Y"
"0x43cc8c9e6311e949e6fed70ec693d26c40444444","The Brain","fake_pump","Y","Y","N","Y"
"0xb8caca1583b325fb0974635affd052b1f9884444","黄金时代","high_quality","Y","N","N","Y"
"0xb0ee506d85b9ca8ed8587aa78d4007f19b4b4444","黄金时代","fake_pump","Y","N","N","Y"
"0xf2329f860fa5b0de3b9fa603c57cbfab15494444","喵","fake_pump","Y","N","N","Y"
"0x0f0e4fb60219865644c4bdb858c3f9559c7c4444","创建热门怎么这么难","fake_pump","N","N","N","N"
"0x1f2cb65db828de2263177245cc1ea2b602284444","MISANTHROPIC","low_quality","Y","N","N","Y"
"0xb0d5fb00f3cece42faaa8dd7910417b4a0fd7777","WEB4AI革命","low_quality","Y","N","N","Y"
"0xb1fc63396cd8c207036418829963df489ca54444","lion","low_quality","Y","N","Y","Y"
"0xa3de39cb9aa3d91f8307cb50da8c3087ed604444","DIVIDE","low_quality","N","N","N","N"
"0xb4e0caf6f76ebd281fb5eec1c2bcc34ea2e67777","X-燃烧金库","low_quality","Y","N","N","Y"
"0x8b4234da049e95023116bff3c6ef0d52e3964444","做你的","fake_pump","Y","N","N","Y"
"0xeff6c7b49508deffbe5e25766761edb1a9287777","开门红","low_quality","N","N","N","N"
"0x8b1b47d0329ddfd6e089e99af62a4891bbc9ffff","发财树","low_quality","Y","N","N","Y"
"0x14367b92f64547a6a5b612cd3de77884e3c74444","COOKS","fake_pump","Y","Y","N","Y"
"0xe6f203c693b09568921f2769cd69031d71fb4444","白菜对我笑","fake_pump","Y","Y","N","Y"
"0x53d429d7d049bbb9d1af95eba40756cf493affff","养蛊","high_quality","Y","N","N","Y"
"0x157c2e4e31597682ca44ca5d0d21d4eb4ba74444","Constitution","mid_quality","Y","Y","N","Y"
"0xed1916b7f30a1145d4821219de1891efb908ffff","三生万物","high_quality","Y","N","N","Y"
"0xfea73dd6d9fa8612fc73479b96dc5088ff26ffff","Utility","low_quality","Y","Y","N","Y"
"0xa6667e40f368069c6b02de4b860da98164a54444","BNB2","low_quality","N","Y","N","Y"
"0x9bc7e5a72c479f639cea138547c27400e5ff4444","WHWIRE","low_quality","Y","Y","N","Y"
"0xfe36dfc1293274805797f860eba4c23e2cdb4444","三生万物","fake_pump","Y","N","N","Y"
"0x1c56c487b665cbedfc4124232596c79d69ffffff","黑金猫","fake_pump","N","N","N","N"
"0xe6fc008ee42d4ce3dbbc12d97dccfbf033b07777","燃烧之火","fake_pump","Y","N","N","Y"
"0x7c3ab27b15f265811452a2b0bcf577584ef67777","狗狗币","mid_quality","N","N","N","N"
"0xb14b7a538e8ffd79ff6ae7ac11a567b25dd37777","一步登天","mid_quality","N","N","N","N"